source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'BeInCrypto'}",Andrés Torres,EEUU restringe exportaciones de chips de IA a Medio Oriente: ¿Cómo afecta a Nvidia?,"El Departamento de Comercio de Estados Unidos ha implementado nuevas restricciones en la exportación de procesadores avanzados de inteligencia artificial (IA) hacia varios países de Oriente Medio. 
El post EEUU restringe exportaciones de chips de IA a Medio O…",https://es.beincrypto.com/eeuu-restringe-exportaciones-chips-ia-medio-oriente-nvidia/,https://s32679.pcdn.co/wp-content/uploads/2023/11/bic_Artificial_Intelligence_AI_4-covers_bearish.png.webp,2024-05-31 19:48:05+00:00,"Recientemente, el Departamento de Comercio de Estados Unidos ha implementado nuevas restricciones en la exportación de procesadores avanzados de inteligencia artificial (IA) hacia varios países de Or… [+3288 chars]"
"{'id': None, 'name': 'TechSpot'}",Alfonso Maruccia,Big Tech companies form the Ultra Accelerator Link group to create an open connectivity standard for AI accelerators,Some of the largest technology companies in the hardware and AI sectors have formed a consortium to create a new industry standard for GPU connectivity. The Ultra Accelerator Link (UALink) group aims to develop open technology solutions to benefit the entire …,https://www.techspot.com/news/103215-big-tech-companies-form-ultra-accelerator-link-group.html,https://www.techspot.com/images2/news/bigimage/2024/05/2024-05-31-image-14.jpg,2024-05-31 19:46:00+00:00,"In context: Now that the crypto-mining boom is over, Nvidia has yet to return to its previous gaming-centric focus. Instead, it has jumped into the AI boom, providing GPUs to power chatbots and AI se… [+2194 chars]"
"{'id': None, 'name': 'Dealcatcher.com'}",,Dell - Dell Alienware m18 Laptop $1499.99,"<p>Dell has this Dell Alienware m18 Laptop on sale for $1,499.99 with with Dell Pay Credit Account and promo code. Shipping is included.</p><p>SPECS:</p><ul><li>    18"" FHD+ (1920 x 1200) 16:10, 300-nits, 480Hz 3ms, 100% DCI-P3, Anti-glare, IPS Display</li><l…",https://www.dealcatcher.com/laptops?offer=998241577,https://app.dealcatcher.com/bigly/998241577-40.png,2024-05-31 19:45:28+00:00,"$1499.99$2199.99 (32% off) at Dell
 With coupon code: DPAYDPAY
Dell has this Dell Alienware m18 Laptop on sale for $1,499.99 with with Dell Pay Credit Account and promo code. Shipping is included.… [+972 chars]"
"{'id': None, 'name': 'Biztoc.com'}",fastcompany.com,Nvidia is almost bigger than Apple,"Nvidia could soon surpass Apple to become the world’s second-most valuable company, as the biggest beneficiary of the surge in adoption of AI applications takes on the iPhone maker that has been the largest Wall Street firm by market value for years. The reli…",https://biztoc.com/x/794db4fbdb75039b,https://c.biztoc.com/p/794db4fbdb75039b/s.webp,2024-05-31 19:44:04+00:00,"Nvidia could soon surpass Apple to become the worlds second-most valuable company, as the biggest beneficiary of the surge in adoption of AI applications takes on the iPhone maker that has been the l… [+280 chars]"
"{'id': None, 'name': 'The Sydney Morning Herald'}",David Swan,Australian at the centre of the high-stakes battle over AI has a warning for the world,There’s a war raging about the future of artificial intelligence - and Melbourne-born Helen Toner is in the thick of it.,https://www.smh.com.au/technology/australian-at-the-centre-of-the-high-stakes-battle-over-ai-has-a-warning-for-the-world-20240528-p5jh5v.html,https://static.ffx.io/images/$zoom_0.4379%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_90/t_crop_custom/q_86%2Cf_auto/t_smh_analysis_no_age_social_wm/26126777831f3414d45a42a4a21417dbb34ce621,2024-05-31 19:35:13+00:00,"Sam Altman, chief executive officer of OpenAI.Credit: Bloomberg
Toner, who is in her early 30s and is an AI policy researcher, graduated from Melbourne Girls Grammar with a perfect VCE score. She jo… [+9456 chars]"
"{'id': None, 'name': 'Thewindowsclub.com'}",Yusuf@TWC,Realtek Audio Console missing from the Microsoft Store,"Realtek Audio Console or Control might look universal but is exclusive to your system. If you have a DCH Driver, Microsoft Store will be able to find the Realtek Audio Console for you; if not, you will not be able to find the application. In this post, we wil…",https://www.thewindowsclub.com/realtek-audio-console-missing-from-the-microsoft-store,https://www.thewindowsclub.com/wp-content/uploads/2024/05/realtek-audio-console-missing.jpg,2024-05-31 19:34:00+00:00,"Realtek Audio Console or Control might look universal but is exclusive to your system. If you have a DCH Driver, Microsoft Store will be able to find the Realtek Audio Console for you; if not, you wi… [+5304 chars]"
"{'id': None, 'name': 'Ozbargain.com.au'}",Vixxun,Win a PC from Xidax x Intel,"The Sweepstakes is open worldwide
SPECS:
CPU: Intel® Core™ i9-14900KS
Case: XIDAX XEN
Motherboard: MSI MPG Z790 EDGE TI MAX
GPU: NVIDIA RTX 4090
RAM: VIPER VENOM 64GB (6000MHZ)",https://www.ozbargain.com.au/node/848634,https://files.ozbargain.com.au/n/34/848634x.jpg?h=fdd5c9e1,2024-05-31 19:31:39+00:00,"All trademarks are owned by their respective owners.OzBargain is an independent community website which has no association with nor endorsement by the respective trademark owners.
Copyright © 2006-2… [+32 chars]"
"{'id': None, 'name': 'Biztoc.com'}",cnbc.com,Nvidia’s billionaire founder: The No. 1 thing I believe today that my younger self wouldn’t understand,"Jensen Huang used to worry about not having enough time to accomplish everything he wanted. These days, the billionaire Nvidia CEO and co-founder wishes he hadn't worried so much. ""There's plenty of time. If you prioritize yourself properly and you make sure …",https://biztoc.com/x/e16133b3ebe4ef1a,https://c.biztoc.com/p/e16133b3ebe4ef1a/s.webp,2024-05-31 19:30:06+00:00,"Jensen Huang used to worry about not having enough time to accomplish everything he wanted.These days, the billionaire Nvidia CEO and co-founder wishes he hadn't worried so much. ""There's plenty of t… [+250 chars]"
"{'id': None, 'name': 'Ig.com.br'}","Canaltech, Canaltech",NVIDIA compra mais chips que Coreia do Sul consegue fornecer,Compra de semicondutores pela NVIDIA e outras Big Techs cresceu tanto que fabricantes sul-coreanas de chips não acompanham e registram menor estoque desde 2014,https://tecnologia.ig.com.br/parceiros/canaltech/2024-05-31/nvidia-compra-mais-chips-que-coreia-do-sul-consegue-fornecer.html,https://i0.statig.com.br/bancodeimagens/cs/3p/x9/cs3px9p3yqvqb7tz164ya06ar.jpg,2024-05-31 19:20:27+00:00,"A NVIDIA é uma das empresas na vanguarda da criação de produtos baseados em semicondutores
, entre placas de vídeo, aceleradores de IA e, muito em breve, CPUs
. Contudo, o crescimento da empresa e … [+2147 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Zarah Hamid,Urban Honolulu’s Sky High Home Prices Are Finally Falling,We recently compiled a list of the 25 Cities Where Home Prices Are Falling Most Now and in this article we will talk about a major US market where sky-high...,https://finance.yahoo.com/news/urban-honolulu-sky-high-home-191836801.html,https://media.zenfs.com/en/insidermonkey.com/05bd6a0cfb5cdfebbae3e5ae18ee9a37,2024-05-31 19:18:36+00:00,"We recently compiled a list of the 25 Cities Where Home Prices Are Falling Most Now and in this article we will talk about a major US market where sky-high home prices are finally falling.
Real Esta… [+11106 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Why stock-market optimism over April’s PCE inflation report faded so fast - MarketWatch,"Why stock-market optimism over April’s PCE inflation report faded so fastMarketWatch S&P 500 falls on Friday, heads for first losing week in six: Live updatesCNBC Stocks Are Mixed After PCE Inflation Data. What Could Come Next.Barron's Stock market today: US …",https://slashdot.org/firehose.pl?op=view&amp;id=174022797,,2024-05-31 19:14:01+00:00,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars]
"{'id': None, 'name': 'CNBC'}",,Nvidia’s billionaire founder: The No. 1 thing I believe today that my younger self wouldn’t understand,"Nvidia CEO Jensen Huang says there's ""plenty of time"" in any given day, if you prioritize what's most important. His younger self would've disagreed, he says.",https://www.cnbc.com/2024/05/31/nvidia-ceo-what-he-believes-now-that-younger-self-would-disagree-on.html,,2024-05-31 19:11:22+00:00,"Jensen Huang used to worry about not having enough time to accomplish everything he wanted.
These days, the billionaire Nvidia CEO and co-founder wishes he hadn't worried so much. ""There's plenty of… [+3644 chars]"
"{'id': None, 'name': 'Finofilipino.org'}",Fino,Sólo Nvidia ya vale más que toda la bolsa alemana.,"@juanrallo
Ver post completo: Sólo Nvidia ya vale más que toda la bolsa alemana.",https://finofilipino.org/solo-nvidia-ya-vale-mas-que-toda-la-bolsa-alemana/,https://finofilipino.org/wp-content/uploads/2024/05/Screenshot_377.jpg,2024-05-31 19:09:20+00:00,"Pero el pasado 20 de abril se sobrepasaron, supuestamente, todos los límites. La joven de 16 años iba a tirar la basura cuando los agresores en medio de insultos y gritos de “pvta, te vamos a foIIar”… [+642 chars]"
"{'id': None, 'name': 'Forbes'}","Hyunsoo Rim, Contributor, 
 Hyunsoo Rim, Contributor
 https://www.forbes.com/sites/hyunsoorim/",The Beloved 90s Fashion Brand Is Making A Turnaround—Even Beating Nvidia Over The Past Year,"Abercrombie & Fitch continues its winning streak as young millennials turn back to the nostalgic brand, favoring its mid-priced inclusive products.",https://www.forbes.com/sites/hyunsoorim/2024/05/31/the-beloved-90s-fashion-brand-is-making-a-turnaround-even-beating-nvidia-over-the-past-year/,"https://imageio.forbes.com/specials-images/imageserve/6658903d8eed6737485b9d94/0x0.jpg?format=jpg&crop=2358,1327,x0,y180,safe&height=900&width=1600&fit=bounds",2024-05-31 19:06:36+00:00,"Abercrombie &amp; Fitch, the iconic fashion brand that dominated the Y2K era, reported record-breaking first-quarter earnings Wednesday, signaling a successful turnaround as young millennials turned … [+6376 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investorplace.com,"Move Over, Apple! Nvidia Stock Is Coming for the No. 2 Spot","Bidding up the bullish case for Nvidia (NASDAQ:NVDA) has become a sport on Wall Street, with experts aiming for a massive benchmark. Given the robust performance of Nvidia stock and the soaring demand for artificial intelligence ( ), it’s possible that the un…",https://biztoc.com/x/5869db311d56ad0a,https://c.biztoc.com/p/5869db311d56ad0a/s.webp,2024-05-31 19:06:11+00:00,"Bidding up the bullish case for Nvidia (NASDAQ:NVDA) has become a sport on Wall Street, with experts aiming for a massive benchmark. Given the robust performance of Nvidia stock and the soaring deman… [+268 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,54歲前沒來過台灣！張忠謀創台積電…92歲夜市初體驗　網笑：感謝黃仁勳,財經中心／陳慈鈴報導 輝達（NVIDIA）創辦人黃仁勳26日再度來台，AI教父旋風席捲全台。這次他還宴請了台灣14位科技巨頭，備受外界關注。29日晚上，台積電創辦人張,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_85e93cb0-bccd-48d6-9f6f-660fa91680fc,,2024-05-31 19:05:16+00:00,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]"
"{'id': None, 'name': 'SiliconANGLE News'}",Robert Hof,"Look out below: AI’s double-edged sword slashes Dell, MongoDB, Salesforce and more","Perhaps it shouldn’t come as a surprise that the artificial intelligence boom was never going to be unalloyed good for every enterprise technology provider looking to leverage AI. But this week, investors got a taste of the downside and they didn’t like it, s…",https://siliconangle.com/2024/05/31/look-ais-double-edged-sword-slashes-dell-mongodb-salesforce/,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2024/05/aistockcharts-ideogram.png,2024-05-31 19:05:00+00:00,"Perhaps it shouldn’t come as a surprise that the artificial intelligence boom was never going to be unalloyed good for every enterprise technology provider looking to leverage AI.
But this week, inv… [+8599 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,黃仁勳台大開講！學生致信校長盼望能入場,[NOWnews今日新聞]輝達（NVIDIA）執行長黃仁勳訪台，將在2日參與2024台北國際電腦展（COMPUTEX）活動，並在台大體育館發表主題演講，分享人工智慧時代如何帶動全球新產業革命的發展，有...,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b7908eec-f23a-4ca3-9bd7-354718c9b2b6,,2024-05-31 19:04:05+00:00,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]"
"{'id': None, 'name': 'Feber.se'}",Wille Wilhelmsson,Norskt företag vill bygga vindkraftspark utanför Stockholm,"Skulle kunna producera lika mycket el som fyra kärnkraftsreaktorer






Det norska företaget Deep Wind Offshore har ansökt om att bygga en vindkraftspark i havet utanför Stockholm. Vindkraftsparken ska kunna producera 4500 MW, lika mycket som fyra kärnkrafts…",https://feber.se/samhalle/norskt-foretag-vill-bygga-vindkraftspark-utanfor-stockholm/468240/,https://static.feber.se/article_images/59/02/89/590289.jpg,2024-05-31 19:00:00+00:00,"+
Läs artiklar före alla andra
Kommentera före alla andra
Välj periodJu längre period, desto bättre pris. Du bestämmer! 
Månad
39 kr/mån
Kvartal
33 kr/mån
År
25 kr/mån
Välj hur du vill beta… [+39749 chars]"
"{'id': None, 'name': 'Platformonomics.com'}",Charles Fitzgerald,"Platformonomics TGIF #52: May 31, 2024","Platformonomics TGIF is a weekly roll-up of links, comments on those links, and perhaps a little too much tugging on my favorite threads. This marks a year of these newsletters (elapsed time a little longer)! I enjoy the writing process, find it helps me refi…",https://platformonomics.com/2024/05/platformonomics-tgif-52-may-31-2024/,https://platformonomics.com/wp-content/uploads/2024/05/image-41.png,2024-05-31 18:58:53+00:00,"Concentration of Revenue
Revenue by geographic region is designated based on the billing location even if the revenue may be attributable to end customers, such as enterprises and gamers in a differ… [+1307 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Stock market today: US futures turn green as key inflation measure slows - Yahoo Finance,"Stock market today: US futures turn green as key inflation measure slowsYahoo Finance S&P 500 falls on Friday, heads for first losing week in six: Live updatesCNBC Stocks Are Mixed After PCE Inflation Data. What Could Come Next.Barron's Indexes Mixed After In…",https://slashdot.org/firehose.pl?op=view&amp;id=174022729,,2024-05-31 18:54:08+00:00,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars]
"{'id': None, 'name': 'Marketscreener.com'}",,Nvidia set to overtake Apple as second-most valuable company,"(marketscreener.com) 
 STORY: :: Nvidia set to overtake Apple as the world's
 second-most valuable company
 :: Nvidia's stock has nearly tripled in value 
 over the past year to $2.68 trillion 
 :: It's due to virtually all AI applications
 relying on the com…",https://www.marketscreener.com/news/latest/Nvidia-set-to-overtake-Apple-as-second-most-valuable-company-46877806/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,2024-05-31 18:53:34+00:00,"STORY: :: Nvidia set to overtake Apple as the world's
second-most valuable company
:: Nvidia's stock has nearly tripled in value 
over the past year to $2.68 trillion 
:: It's due to virtually al… [+502 chars]"
